"page","category","record","cas_number","name","emission_likelihood","pbt_vpvb_req","pmt_vpvm","quality","p","p_rat","m","m_rat","t","t_rat","max_conc_myg_l","comments"
92,2,140,"115-96-8","Tris(2-chloroethyl)phosphate","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 35d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 0.7 (neu- tral cmpd.)","T","SVHC","D; E; J; K(DW&GW:0.74)","SVHC, HOT-H"
92,2,141,"120-71-8","6-methoxy-m-tolui- dine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 25d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Dow/Kow = 1.1 (ion- izable cmpd.)","T","SVHC","","SVHC"
92,2,142,"1912-24-9","Atrazine","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 153d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 1.5 (neu- tral cmpd.)","T","STO- TRE_2_Sus pected ED","A; E;H;K;Q(DW&GW:3.45)","WFD substance"
92,2,143,"840-65-374-87-3","Dimethyl naphtha- lene-2,6-dicarbox- ylateChloromethane","highvery high","YY","PMTvPvM& PMT","MQMQ","Pot. P/vP++Pot. P/vP++","estimated t1/2 = 8d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))estimated t1/2 = 16d, weight-of-evidence bydiscovery in monitoring studies, available QSARs and no biodeg. observed in majority of biodegradation screen tests e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","MvM","exp min. log Dow/Kow = 3.5 (ne- utral cmpd.)exp min. log Doc/Koc = 1.1 (neu- tral cmpd.)","TT","SVHCCarc_2Rep_2STOTRE_2","O (GW:>10)","SVHCvolatile"
92,3,144,"75-00-3","Chloroethane","very high","Y","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 17d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 0.8 (neu- tral cmpd.)","T","Carc_2","O (GW: 1-5)","volatile"
92,3,145,"90268-23-8","Butanamide, 2,2'-[(3,3'-dichloro[1,1'-bi- phenyl]-4,4'- diyl)bis(azo)]bis[3-oxo-, N,N'-bis(p-anisyland Ph) derivs.","low","Y","vPvM","HQ","vP","estimated t1/2 = 613d, weight-of-evidence (this study) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 1.4 (ion- izable cmpd.)","Pot. T","CramerClass III","",""
93,3,146,"5468-75-7","2,2'-[(3,3'-di- chloro[1,1'-biphenyl]-4,4'- diyl)bis(azo)]bis[N-(2- methylphenyl)-3-oxo- butyramide]","high","Y","vPvM","HQ","vP","estimated t1/2 = 773d, weight-of-evidence (this study) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 0.5 (ion- izable cmpd.)","Pot. T","CramerClass III","","Dye (large MW)"
93,3,147,"5567-15-7","2,2'-[(3,3'-di-chloro[1,1'-biphenyl]-4,4'- diyl)bis(azo)]bis[N-(4- chloro-2,5-dimethoxy- phenyl)-3-oxobutyra- mide]","high","Y","vPvM","HQ","vP","estimated t1/2 = 716d, weight-of-evidence (this study) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 0.0 (ion- izable cmpd.)","Pot. T","CramerClass III","","Dye (large MW)"
93,3,148,"36888-99-0","5,5'-(1H-isoindole-1,3(2H)- diylidene)dibarbituric acid","high","Y","vPvM","HQ","vP","Due to lack of other information the substancewas assessed by PBT assessment in water. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","exp min. log Dow/Kow = 0.3 (ion- izable cmpd.)","NotT","-","","Dye (large MW), DK-study"
93,3,149,"68610-86-6","Butanamide, 2,2'-[(3,3'-dichloro[1,1'-bi- phenyl]-4,4'- diyl)bis(azo)]bis[3-oxo-, N,N'-bis(o-anisyland 2,4-xylyl) derivs.","high","Y","vPvM","HQ","vP","estimated t1/2 = 861d, weight-of-evidence (this study) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 0.8 (ion- izable cmpd.)","Pot. T","CramerClass III","","Dye (large MW)"
93,3,150,"1217271-49-2","1,6-Bis[2,2-dimethyl-3-(N-morpholino)- propylideneamino]- hexane","low","Y","vPvM","HQ","vP","estimated t1/2 = 900d, weight-of-evidence (thisstudy) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 D (Ready Biodegradabil- ity: Closed Bottle Test) July 17, 1992","vM","QSAR min. log Dow/Kow = 0.1 (ion- izable cmpd.)","Pot. T","CramerClass III","",""
93,3,151,"22094-93-5","2,2'-[(2,2',5,5'-tetra-chloro[1,1'-biphenyl]-4,4'- diyl)bis(azo)]bis[N- (2,4-dimethylphenyl)-3-oxobutyramide]","low","Y","vPvM","HQ","vP","estimated t1/2 = 1 619d, weight-of-evidence (this study) based on all known QSARs and no biodeg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 0.5 (ion- izable cmpd.)","Pot. T","CramerClass III","","Dye (large MW)"
93,3,152,"199119-58-9","sodium (4,6-di-methoxypyrimidin-2- yl)carbamoyl-[[3-(2,2,2-trifluoroeth-oxy)-2-pyridyl]sul- fonyl]azanide","low","Y","vPvM& PMT","HQ","vP","measured half-life = 170 d (soil)","vM","exp min. logDoc/Koc = 1.5 (single_anion cmpd.)","T","ecotox","","DK-study"
94,3,153,"849608-59-9","Tetra potassium 5,5'-[ethane-1,2- diylbis[thio-1,3,4-thia- diazole-5,2-diyldi- azene-2,1-diyl(5- amino-3-tert-buyl-1H- pyrazole-4,1- diyl)]}diisophthalate","low","Y","vPvM","HQ","vP","estimated t1/2 = 2 706d, weight-of-evidence (this study) based on all known QSARs and no biodeg. observed in majority of biodegradation screen tests, e.g. 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","QSAR min. log Dow/Kow = -3.4 (multiple_anion cmpd.)","Pot. T","CramerClass III","","Large MW"
94,3,154,"88-19-713676-54-5","Toluene-2-sulphona- mide1,1'-(methylenedi-p- phenylene)bismalei- mide","lowlow","YY","PMTvPvM& PMT","HQMQ","PPot. P/vP++","No significant biodegradation in 301C testi-mated The PBT assessment evaluates the sub- stance to be persistent. Therefore, this sub- stance is assessed to be persistent in water. (Berger et al. 2018)estimated t1/2 = 83d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vMvM","QSAR min. log Dow/Kow = 0.9 (ne- utral cmpd.)exp min. log Doc/Koc = 3.0 (neu- tral cmpd.)","TT","Carc_1aCarc_2muta_2","",""
94,3,155,"115-10-6","Dimethyl ether","high","Y","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 16d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test) Slightly Modified.","vM","exp min. logDoc/Koc = -0.4 (neu- tral cmpd.)","T","Carc_1a muta_1b","","volatile"
94,3,156,"80-73-9","1,3-dimethylimidazol- idin-2-one","low","Y","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 17d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","QSAR min. log Dow/Kow = -0.4 (ne- utral cmpd.)","T","Rep_2STOTRE_2","",""
94,3,157,"154279-60-4","4,4'-methylenebis(N-sec-butylcyclohexa- mine)","low","Y","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 33d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screentests for substance/main transformation prod-ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = -1.0 (ion- izable cmpd.)","T","ecotox","",""
95,3,158,"85-27-8","4-(1-Phenylethyl)- benzene-1,3-diol","low","Y","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 19d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. logDoc/Koc = 1.5 (ioniz- able cmpd.)","T","SuspectedED","",""
95,3,159,"2781-10-04","Dibutyltin bis(2- ethylhexanoate)","low","Y","PMT","MQ","Pot. P/vP++","estimated t1/2 = 14d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","M","exp min. log Dow/Kow = 2.6 (ne- utral cmpd.)","T","muta_2Rep_1bRep_2STOTRE_1STOTRE_2DNEL","",""
95,3,160,"26898-17-9542-02-9","Dibenzyltoluene6-methyl-1,3,5-tria- zine-2,4-diyldiamine","lowmedium","YN","PMTvPvM","MQHQ","Pot. P/vP++vP","estimated t1/2 = 44d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)No significant biodegradation in an enhanced301E testimated PBT assessment evaluates this substance to be persistent. Therefore, this sub- stance is assessed to be persistent in water. (Berger et al. 2018)","MvM","exp min. log Doc/Koc = 3.6 (neu- tral cmpd.)exp min. log Dow/Kow = -0.7 (ionizable cmpd.)","TPot. T","ecotoxCramerClass III","Z (det.)",""
95,4,161,"768-94-5","Amantadine","medium","N","PMT","HQ","P","No significant biodegradation in 302B tests.Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","QSAR min. logDow/Kow = 0.5 (ion- izable cmpd.)","T","Rep_2","Z (det.)",""
95,4,162,"87-61-6","1,2,3-trichloroben- zene","medium","N","vPvM","MQ","Pot.P/vP++","estimated t1/2 = 88d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screentests for substance/main transformation prod-ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = 2.9 (neu- tral cmpd.)","Pot. T","CramerClass III","H (DW:0.16)",""
96,4,163,"15307-86-5","Diclofenac","medium","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 99d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","M","exp min. logDoc/Koc = 3.8 (ioniz- able cmpd.)","T","Lact Rep_2STOTRE_1","A; B;D;H;R(DW&GW:0.59)","pharmaceutical"
96,4,164,"7704-67-8","Erythromycin thiocya- nate","medium","N","vPvM","MQ","Pot.P/vP++","estimated t1/2 = 13d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = 0.0 (ion- izable cmpd.)","Pot. T","CramerClass III","B (GW: >1)","antibiotic"
96,4,165,"60-80-0","Phenazone","medium","N","vPvM","MQ","Pot. P/vP++","estimated t1/2 = 24d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 0.9 (ne- utral cmpd.)","NotT","-","B;D;H;R;S(DW&GW:3.95)","HOT-L"
96,4,166,"50-48-6","Amitriptyline","medium","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 100d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = -1.3 (ion- izable cmpd.)","T","Rep_2","R (DW:0.0014)",""
96,4,167,"57-41-0","Phenytoin","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 43d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 1.1 (ion- izable cmpd.)","T","Carc_1aCarc_1b Carc_2 muta_1b Rep_1a Rep_1b STOTRE_1","H;K;R (DW:0.019)",""
96,4,168,"57-68-1","Sulfadimidine","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 83d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = -0.7 (ionizable cmpd.)","T","Lact Rep_2","C; D; H;Q(GW:0.616)","biocide"
96,4,169,"68-35-9","Sulfadiazine","medium","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 66d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = -1.7 (ionizable cmpd.)","T","Lact Rep_2","B; H;Q(GW: >0.1)","antibiotic"
96,4,170,"71-55-6","1,1,1-trichloroethane","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 65d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 1.7 (neu- tral cmpd.)","T","Carc_1bCarc_2STOTRE_2","O (DW&GW:>10)","HOT-L"
96,4,171,"79-00-5","1,1,2-trichloroethane","medium","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 47d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 1.7 (neu- tral cmpd.)","T","Carc_1bCarc_2","H (DW:0.1)","HOT-H"
97,4,172,"100-02-7","4-nitrophenol","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 31d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = -1.4 (ion- izable cmpd.)","T","STO- TRE_2_ED","A (GW:0.122)","HOT-L"
97,4,173,"114-07-8","Erythromycin","medium","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 768d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = 0.1 (ion- izable cmpd.)","T","Rep_2","B (GW: >1)","antibiotic"
97,4,174,"144-83-2","Sulfapyridine","medium","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 88d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = 0.5 (ion- izable cmpd.)","T","Rep_2_Sus pected ED","Q (GW:0.104)",""
97,4,175,"117-96-4","3,5-diacetamido-2,4,6-triiodobenzoic acid","medium","N","vPvM","MQ","Pot. P/vP++","estimated t1/2 = 797d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 1.1 (ion- izable cmpd.)","Pot. T","CramerClass III","B;S;R(DW&GW:>1)",""
97,4,176,"120-82-1","1,2,4-trichloroben- zene","medium","N","PMT","MQ","Pot.P/vP++","estimated t1/2 = 88d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","M","exp min. logDoc/Koc = 3.4 (neu- tral cmpd.)","T","SuspectedED","H (DW:0.92)",""
97,4,177,"139-40-2","Propazine","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 186d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 1.8 (neu- tral cmpd.)","T","Carc_2_Su spected ED","A;H;Q(DW&GW:0.025)",""
97,4,178,"15687-27-1","Ibuprofen","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 18d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 2.5 (neu- tral cmpd.)","T","Rep_1bRep_2STOTRE_2","A;B;C;D;N; R (DW&GW:12)","HOT-L, pharma- ceutical"
97,4,179,"18559-94-9","Salbutamol","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 13d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","QSAR min. log Dow/Kow = -0.6 (ionizable cmpd.)","T","SuspectedED","Q (GW:0.009)","pharmaceutical"
97,4,180,"66108-95-0","Iohexol","medium","N","vPvM","MQ","Pot.P/vP++","estimated t1/2 = 224d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = -2.5 (ne- utral cmpd.)","Pot. T","CramerClass III","H;S (DW:11)","Contrasting agent"
97,4,181,"137862-53-4","(2S)-3-methyl-2-(N-{[2'-(1H-1,2,3,4-te- trazol-5-yl)-[1,1-bi- phenyl]-4-yl]methyl}pentan-amido)butanoic acid","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 22d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformationproducts, e.g. 301 B (Ready Biodegradability:CO2 Evolution Test)","vM","exp min. log Dow/Kow = 1.2 (ion- izable cmpd.)","T","Rep_1aRep_2","E (DW:det.)","HOT-L"
98,4,182,"139481-59-7","2-ethoxy-1-[[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl]-1H-ben- zimidazole-7-carbox- ylic acid","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 48d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = -0.6 (ionizable cmpd.)","T","Rep_2","X (DW:det.)","HOT-L"
98,4,183,"152459-95-5","Benzamide, 4-[(4-me-thyl-1-piperazinyl)me- thyl]-N-[4-methyl-3- [[4-(3-pyridinyl)-2-py- rimidinyl]amino]phe- nyl]-","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 881d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = -0.7 (ionizable cmpd.)","T","Carc_2 muta_2Rep_1bRep_2STOTRE_2","B (GW:>0.1)",""
98,4,184,"83905-01-5","2R,3R,4R,5R,8R,10R,11R,13S,14R)-11- [(2S,3R,4S,6R)-4-di- methylamino-3-hy- droxy-6-methyl-oxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13- [(2S,4R,5S,6S)-5-hy- droxy-4-methoxy-4,6- dimethyl-oxan-2- yl]oxy-3,5,6,8,10,12,14-hep-tamethyl-1-oxa-6-aza- cyclopentadecan-15- one","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 1 469d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = -0.5 (ionizable cmpd.)","T","STOTRE_2","X (DW:det.)","antibiotic"
98,4,185,"93413-69-5","1-[2-(dimethylamino)-1-(4-methoxy- phenyl)ethyl]cyclo- hexanol","medium","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 83d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 1.4 (ion- izable cmpd.)","T","LactRep_1a","L (DW:0.0011)",""
98,4,186,"144689-24-7","4-(Hydroxy-1-methyethyl)-2-propyl-1-[[2'-[1H-tetrazol-5- yl]-1,1'-biphenyl-4-yl]methyl]-1H-imidaz-ole-5-carboxylic acid","medium","N","vPvM","MQ","Pot. P/vP++","estimated t1/2 = 112d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 1.5 (ion- izable cmpd.)","Pot. T","CramerClass III","X (DW:det.)",""
99,4,187,"25321-14-6","Dinitrotoluene","low","N","vPvM& PMT","MQ","Pot. P/vP++","P data for this substance is variable and difficultto conclude; it is not readily biodegradable, QSARs collectively anticipate persistence, yet soil half-life studies indicates it is nor persistent. In lieu of the high volumes and toxicity of this substance, it is considered potentially P","vM","exp min. log Doc/Koc = 1.0 (neu- tral cmpd.)","T","Carc_1b muta_2Rep_2STOTRE_2","",""
99,4,188,"79-46-9","2-nitropropane","high","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 16d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. log Doc/Koc = -1.7 (ion- izable cmpd.)","T","Carc_1b muta_2","",""
99,4,189,"96-12-8","1,2-dibromo-3-chloro- propane","low","N","PMT","HQ","vP","measured half-life = 529 d (soil)","M","QSAR min. log Dow/Kow = 2.5 (ne- utral cmpd.)","T","Carc_1bmuta_1b muta_2Rep_1a STO- TRE_2_Sus pected ED","",""
99,4,190,"118-79-6","2,4,6-tribromophenol","low","N","vPvM& PMT","HQ","vP","measured half-life = 370 d (soil)","vM","exp min. logDoc/Koc = -0.4 (ion- izable cmpd.)","T","Rep_2STO- TRE_2_ED","",""
99,4,191,"55-56-1","Chlorhexidine","low","N","PMT","HQ","vP","estimated t1/2 = 837d, weight-of-evidence (thisstudy) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 D (Ready Biodegradabil- ity: Closed Bottle Test)","M","QSAR min. log Dow/Kow = 2.4 (ion- izable cmpd.)","T","ecotox","","disinfectant"
99,4,192,"4404-43-7","4,4'-bis[4-[bis(2-hy-droxyethyl)amino]-6- anilino-1,3,5-triazin-2- yl]amino]stilbene-2,2'-disulphonic acid","low","N","vPvM","HQ","vP","estimated t1/2 = 2 317d, weight-of-evidence(this study) based on all known QSARs and no biodeg. observed in majority of biodegradation screen tests, e.g. 301 A (old version) (Ready Bio- degradabiltiy: Modified AFNOR Test)","vM","exp min. log Doc/Koc = 2.5 (zwit- terion cmpd.)","Pot. T","CramerClass III","","Dye (large MW)"
99,4,193,"6022-22-6","Disodium 4,4'-dia-mino-9,9',10,10'-tet- rahydro-9,9',10,10'-tetraoxo[1,1'-bian-thracene]-3,3'-disul- phonate","low","N","vPvM","HQ","vP","estimated t1/2 = 693d, weight-of-evidence (thisstudy) based on all known QSARs and no bio- deg. observed in majority of biodegradationscreen tests, e.g. 301 B (Ready Biodegradability:CO2 Evolution Test)","vM","QSAR min. logDow/Kow = -1.1(multiple_anioncmpd.)","Pot. T","CramerClass III","",""
100,4,194,"6358-37-8","2,2'-[(3,3'-di-chloro[1,1'-biphenyl]-4,4'- diyl)bis(azo)]bis[N-(4- methylphenyl)-3-oxo- butyramide]","low","N","vPvM","HQ","vP","estimated t1/2 = 773d, weight-of-evidence (this study) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Dow/Kow = 1.1 (ion- izable cmpd.)","Pot. T","CramerClass III","",""
100,4,195,"52299-25-9","bis(nonafluorobu- tyl)phosphinic acid","low","N","vPvM","HQ","vP","estimated t1/2 = 1 556d, weight-of-evidence(this study) based on all known QSARs and no biodeg. observed in majority of biodegradation screen tests, e.g. 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","exp min. log Dow/Kow = -1.1 (ionizable cmpd.)","Pot. T","CramerClass III","",""
100,4,196,"25956-17-6","Disodium 6-hydroxy-5-[(2-methoxy-4-sul- phonato-m- tolyl)azo]naphtha- lene-2-sulphonate","low","N","vPvM& PMT","HQ","vP","Due to lack of other information the substance was assessed by PBT assessment in water. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","exp min. log Dow/Kow = 0.1 (multiple_anion cmpd.)","T","SuspectedED","","Dye (largeMW). DK-study"
100,4,197,"35453-19-1","5-amino-2,4,6-triio- doisophthalic acid","low","N","vPvM","HQ","vP","estimated t1/2 = 1 024d, weight-of-evidence(this study) based on all known QSARs and no biodeg. observed in majority of biodegradation screen tests, e.g. 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","QSAR min. log Dow/Kow = 0.6 (ion- izable cmpd.)","Pot. T","CramerClass III","",""
100,4,198,"68391-08-2","Alcohols, C8-14, <U+03B3>-<U+03C9>- perfluoro","low","N","PMT","HQ","vP","measured half-life = 202 521 d (soil)","M","QSAR min. logDow/Kow = 2.9 (ne- utral cmpd.)","T","Rep_2STOTRE_2","",""
100,4,199,"111453-32-8","rac-5-Amino-N-(2,3- dihydroxypropyl)-2,4,6-triiodoisophtha- lamic acid","low","N","vPvM","HQ","vP","estimated t1/2 = 755d, weight-of-evidence (thisstudy) based on all known QSARs and no bio- deg. observed in majority of biodegradation screen tests, e.g. 301 E (Ready biodegradability: Modified OECD Screening Test)","vM","QSAR min. log Dow/Kow = 0.1 (ion- izable cmpd.)","Pot. T","CramerClass III","",""
100,4,200,"1072957-71-1","N-[9-(dichloromethyli-dene)-1,2,3,4-tetrahy- dro-1,4-meth- anonaphthalen-5-yl]-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide","low","N","PMT","HQ","vP","measured half-life = 881 d (soil)","M","exp min. logDoc/Koc = 3.7 (ioniz- able cmpd.)","T","ecotox","",""
101,4,201,"155661-07-7","rac-[(2R,4R)-2-(2,4-DI-CHLOROPHENYL)-2- (1H-1,2,4-TRIAZOL-1- YLMETHYL)-1,3-DIOX- OLAN-4-YL]METHYL METHANESULFONATE MONOHYDROCHLO- RIDE","low","N","PMT","HQ","P","estimated t1/2 = 489d, weight-of-evidence (this study) based on all known QSARs and majority of biodegradation screen tests, e.g. 301 F(Ready Biodegradability: Manometric Respi-rometry Test)","vM","exp min. log Doc/Koc = 2.5 (neu- tral cmpd.)","T","STOTRE_2","","pharmaceutical"
101,4,202,"120-83-2","2,4-dichlorophenol","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 42d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = 0.0 (ioniz- able cmpd.)","T","SuspectedED","",""
101,4,203,"4433-79-8","4'-chloro-2',5'-di- methoxyacetoacetan- ilide","high","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 20d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","M","exp min. log Dow/Kow = 1.7 (ion- izable cmpd.)","T","STOTRE_2","",""
101,4,204,"6610-29-3","4-methylthiosemi- carbazide","high","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 17d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","QSAR min. log Dow/Kow = -1.0 (ionizable cmpd.)","T","DNEL","","HOT-L"
